"","Mean","X2.5.","X25.","X50.","X75.","X97.5.","Rhat","n.eff"
"cov.fb[1,28]",0.362276647221299,0.170325663552155,0.296231346137571,0.3622926323281,0.428317212786523,0.554649714969069,1,3e+05
"cov.fb[2,28]",0.39392354487161,0.200774135861504,0.327673402317886,0.393846803574521,0.460412510848846,0.586598315221772,1,301713
"cov.fb[1,29]",0.363486749934748,0.170936365733847,0.29716247800899,0.363436546506981,0.430084684398915,0.556388420918893,1,294957
"cov.fb[2,29]",0.354681090022434,0.161828478269912,0.288185310881122,0.354670146998878,0.421067577253768,0.54757603915991,1,302743
"cov.fb[1,30]",0.226313858390854,0.0334498634658227,0.160253398011658,0.226058520141131,0.292411435318616,0.41934863580455,1,298671
"cov.fb[2,30]",0.250575400419458,0.0578890857535644,0.184201123564884,0.250689637801823,0.317180864320811,0.443065989686005,1,297930
"cov.fb[1,31]",0.473541187861736,0.280011311112708,0.4070334490393,0.473545841530386,0.540051970095749,0.667280991800397,1,303544
"cov.fb[2,31]",0.570241518445334,0.376747844275408,0.503657905913796,0.570201933825922,0.636826522747292,0.764012905364304,1,299255
"cov.fb[1,32]",0.309911387534043,0.116211912637564,0.243496106157525,0.310038948902576,0.376232135182855,0.502986143213283,1,290733
"cov.fb[2,32]",0.423738343491469,0.231071956807882,0.357486864015789,0.423848362989116,0.489926019718532,0.61683203581906,1,290367
"cov.fb[1,33]",0.55469334520499,0.36265504033999,0.488418370701084,0.554754551388599,0.620909354706123,0.747167125626877,1,289796
"cov.fb[2,33]",0.4938655967348,0.300614253892858,0.427143756805688,0.493804503430782,0.560479468868609,0.687575098640664,1,3e+05
"cov.fb[1,34]",0.394874463451146,0.20205884977954,0.328596926572623,0.395066050622923,0.461310685791325,0.587515542066206,1,297474
"cov.fb[2,34]",0.515593186919502,0.322318032749561,0.449438385150857,0.515785929177967,0.582066813591496,0.708153922888349,1,298942
"cov.fb[1,35]",0.604742967397686,0.411414548743019,0.538442195837127,0.604698665095655,0.671086185042853,0.797254034116041,1,3e+05
"cov.fb[2,35]",0.653837016014512,0.460655319150927,0.587216328074646,0.653809365994778,0.72040614968977,0.846677085817433,1,3e+05
"cov.fb[1,36]",0.407882128781558,0.215137127836171,0.341278947011529,0.408113088957133,0.474165797112392,0.600463375171275,1,298402
"cov.fb[2,36]",0.345146648346669,0.152348154247246,0.278488068210743,0.345142820502227,0.411710046815661,0.537915883091125,1,294741
"cov.fb[1,37]",0.508536034926857,0.316070741594731,0.442157700939847,0.508624296054641,0.574894954818488,0.701546153461233,1,289624
"cov.fb[2,37]",0.474477591974981,0.281297053020026,0.408094472978848,0.474727604861699,0.54076749549596,0.66666439653443,1,301091
"cov.fb[1,38]",0.572088232491108,0.379366895802358,0.505943551792735,0.571988422137395,0.63821988949264,0.76506607523983,1,299047
"cov.fb[2,38]",0.589131734919783,0.39561345540371,0.523007202307404,0.588997345921181,0.655254750980784,0.782442914035457,1,298763
"cov.fb[1,39]",0.511702963899261,0.317976807278694,0.445283813955411,0.511596988437236,0.57832391282368,0.704167895318382,1,298796
"cov.fb[2,39]",0.632073609600122,0.439598018502403,0.565469151464327,0.631971306836764,0.698241019006565,0.82483787896465,1,3e+05
"cov.fb[1,40]",0.630964769631466,0.437480698352569,0.564397099045225,0.630861012940928,0.697288820376297,0.824965675297955,1,3e+05
"cov.fb[2,40]",0.438683248237526,0.244189854352424,0.372067830956441,0.438853660073561,0.505556932027497,0.631819056585153,1,298042
"def.fb",-0.516033865799726,-0.666750007892845,-0.568107142054997,-0.516242358583278,-0.464228514607921,-0.364136231871882,1,208269
"greece_f[1,20]",-2.72043275002867,-3.26043178833082,-2.90538837664573,-2.72034830336144,-2.53551851532511,-2.18174195293937,1,292731
"greece_f[2,20]",-2.72328904761554,-3.2616233326391,-2.90882638160243,-2.72277549750824,-2.53692310582823,-2.18531848960253,1,291648
"greece_f[1,40]",-2.90088034009043,-3.43978379194362,-3.08548679587557,-2.90116405195505,-2.7161336115168,-2.36181286411641,1,298331
"greece_f[2,40]",-2.90255672769532,-3.43739463766153,-3.0875026284049,-2.90301529230785,-2.71774080268265,-2.36364826346632,1,290037
"sum.stock[1]",25328.0025442009,20899.3595478851,23578.5512167557,25127.1211814818,26789.9076860729,30453.5153779084,1,2252
"sum.stock[2]",39991.1886765827,33305.9936679502,37452.097012599,39822.9318702859,42343.2933382347,47652.4000712951,1,116429
"sum.stock[3]",59596.1441850719,49207.0273516367,55601.3365221942,59286.2955424308,63269.5714870494,71710.4765641858,1,72848
"sum.stock[4]",94435.6575376887,78346.7421082651,88441.4312011077,94103.0335389184,100121.070748296,112546.334951213,1,27844
"sum.stock[5]",39269.6645420355,32623.234657282,36723.1354739884,39095.2812295148,41603.8277644349,46981.9243633295,1,97343
"sum.stock[6]",210834.462196126,175088.885128395,197328.546122778,210033.629975088,223425.001129083,251580.211311452,1,20555
"sum.stock[7]",356214.671344691,295408.752035749,333242.441925679,354773.222349207,377581.786412165,425680.963076875,1,9505
"sum.stock[8]",102000.764755773,84809.9055144709,95489.7121374871,101568.377079879,108052.691766919,121640.249358417,1,44361
"sum.stock[9]",176460.135653574,145545.634353804,165129.728386547,175912.657310822,187361.623494102,212159.754711623,1,7021
"sum.stock[10]",36187.9359814475,30139.3799034064,33882.9405450437,36032.9834017088,38329.3933723184,43127.6728181523,1,126326
"sum.stock[11]",25245.2962648869,20870.8646687985,23536.2872242775,25081.6754507278,26742.0529602852,30364.9237154037,1,8481
"sum.stock[12]",487894.247839555,403469.605420401,456624.825137189,486423.133602645,517847.885823923,583060.623896457,1,4080
"sum.stock[13]",308360.730753692,254674.845930661,288565.357389929,307317.436021476,327329.062692845,368548.312486407,1,8909
"sum.stock[14]",94063.4360980418,77916.323316537,88069.9741720681,93731.1914974946,99743.9441823355,112297.327602667,1,16560
"sum.stock[15]",1089241.20297546,889945.476207997,1017465.98619394,1086600.01466269,1159255.7889969,1312673.54765729,1,1411
"sum.stock[16]",172815.656449757,143307.057109563,161901.418280491,172259.471410393,183259.086914456,206138.473200352,1,14342
"sum.stock[17]",645667.791942668,533376.970559625,602524.703113159,642309.539912634,685091.096550416,777516.359597482,1,10638
"sum.stock[18]",108806.977395925,89990.7263101438,101842.577165444,108471.465575456,115478.347702112,129961.001460983,1,17898
"sum.stock[19]",234030.293571164,194389.998987892,219026.916140987,233076.857147182,247950.777574217,279364.153268099,1,25337
"sum.stock[20]",77288.6780767659,63975.2837375067,72199.2120480464,76948.4461453951,81983.636426361,92574.795899226,1,90443
"sum.stock[21]",21897.0579604799,18065.9920845865,20395.4546345086,21750.6340715655,23182.9426742329,26314.1977165472,1,3830
"sum.stock[22]",33741.2704751634,28077.4003150685,31589.7054192307,33594.1274209363,35735.8399158219,40228.0143193123,1,83377
"sum.stock[23]",48076.6174698761,40007.5591854101,44990.2605838762,47856.8883867793,50910.8056047089,57449.4714431645,1,66777
"sum.stock[24]",97971.3240779285,81520.5573071836,91719.2523988402,97528.4796957658,103764.527083008,116960.319761619,1,45383
"sum.stock[25]",50884.2317156562,42423.5266148095,47684.6958367157,50668.2370374187,53864.9106381194,60544.4210501388,1,95186
"sum.stock[26]",220977.632846204,183060.994901709,206420.480694131,219819.488211173,234100.050815193,264863.542366454,1,16812
"sum.stock[27]",301416.373336742,249455.555453783,281555.905371376,300076.93281038,319786.926594141,361267.924632837,1,13239
"sum.stock[28]",112735.567159446,93568.4626932935,105386.653421069,112142.255848374,119361.769576934,134935.383569337,1,18099
"sum.stock[29]",179315.375143274,148507.252390395,168014.875063018,178855.488644897,190219.054321711,213755.342487136,1,10537
"sum.stock[30]",34716.995316556,28897.2011890482,32499.0462728194,34556.8317206468,36758.2710846683,41458.0449758097,1,50610
"sum.stock[31]",29558.5061946851,24489.291554464,27608.4609461988,29413.2041302231,31352.795805711,35446.1521393277,1,74807
"sum.stock[32]",515379.516902301,425199.541478919,480636.284191778,512683.978211395,547265.680782193,620871.086048749,1,6933
"sum.stock[33]",313967.554686985,260231.037624575,293911.493040274,312745.653481717,332764.364808909,374891.71355574,1,22422
"sum.stock[34]",95167.6416374617,78919.6533370429,89126.0020162977,94815.0735069493,100853.524973533,113521.048346124,1,29403
"sum.stock[35]",1023658.56940169,844591.972603766,957357.886558539,1019410.72673014,1086294.07693417,1229183.07267597,1,2369
"sum.stock[36]",172350.148424439,142652.584898372,161381.755280998,171866.903630671,182852.5917586,205862.613217956,1,12399
"sum.stock[37]",553826.430546288,457990.659736868,518660.494681926,552102.840750477,587074.153884931,661398.921187196,1,6292
"sum.stock[38]",92509.2038359573,77046.3375062305,86650.7256980401,92136.7348030904,97953.962760424,110138.509358144,1,48050
"sum.stock[39]",223601.670948766,185573.766220385,209069.232976652,222450.715916679,236803.797003683,267793.371640609,1,23138
"sum.stock[40]",86427.4315007087,71657.0161403311,80773.0290932608,86008.9936034007,91647.3384104393,103555.124377039,1,68897
"true.stock[1,1]",13391.5286636227,10236.1713224023,12108.002442545,13226.7622579004,14456.4485918126,17236.7039266722,1,3417
"true.stock[2,1]",11936.4738805782,9159.20609015,10816.9813189695,11805.1806708601,12886.7020814867,15339.0689483928,1,6814
"true.stock[1,2]",21769.0020923401,16803.6414751238,19807.3623334008,21588.4062944568,23531.0279858823,27738.2651782888,1,114938
"true.stock[2,2]",18222.1865842426,14077.5563309934,16581.3163391666,18072.7723240248,19699.4088125155,23226.7105074019,1,136438
"true.stock[1,3]",39661.3382522085,30605.3083097117,36095.9451225074,39339.4856561978,42884.5674198034,50551.3995927961,1,68997
"true.stock[2,3]",19934.8059328634,15369.0897917974,18113.2477404802,19747.8502372767,21550.1816524763,25552.9346041812,1,44492
"true.stock[1,4]",49601.2623646082,38050.1111528635,45138.0044946014,49225.3835467399,53668.7987686391,63309.0958015307,1,34008
"true.stock[2,4]",44834.3951730805,34393.0612324894,40778.8312567912,44478.2666495637,48528.8856807929,57273.5046233734,1,35573
"true.stock[1,5]",24032.4161490318,18555.455059118,21870.5571008473,23843.7122510135,25977.7365411133,30616.8737499635,1,84048
"true.stock[2,5]",15237.2483930037,11758.4928930567,13856.5270547893,15105.9199126116,16465.8287245934,19493.1413578223,1,79970
"true.stock[1,6]",117733.915302027,90721.1785554442,107161.361901519,116831.102931464,127327.274660747,150126.529594327,1,17831
"true.stock[2,6]",93100.5468940995,71719.8166889945,84670.3527254501,92325.3839826073,100736.276625743,118801.028488032,1,30310
"true.stock[1,7]",192751.102612373,148121.531465244,175313.537609892,191287.030558287,208571.837941585,246054.093371103,1,8457
"true.stock[2,7]",163463.568732318,125477.659915235,148480.040788956,162139.364369244,176938.85277156,209197.765323703,1,11818
"true.stock[1,8]",55219.0206391728,42605.981650439,50259.0217458374,54768.5273209823,59672.3922987323,70421.6573691883,1,43905
"true.stock[2,8]",46781.7441166002,36068.249577037,42564.7766198813,46412.5709305116,50596.9516134935,59599.6674344872,1,49703
"true.stock[1,9]",97609.2348091406,74601.3474337537,88756.3921424697,96930.9116178746,105833.163875558,125131.346134351,1,7685
"true.stock[2,9]",78850.9008444333,60380.0573736279,71750.846552061,78285.3487790442,85360.9683827872,100996.357436769,1,12822
"true.stock[1,10]",18917.283566015,14598.9760174873,17215.7262649674,18764.0948267383,20457.2219365637,24111.2019276667,1,124834
"true.stock[2,10]",17270.6524154325,13322.1315998021,15699.9502210565,17124.8930913072,18683.4496623014,22059.6603241087,1,125611
"true.stock[1,11]",15696.7328365727,12114.1354397453,14265.3723978151,15554.011954451,16963.4136676425,20098.0544044301,1,55591
"true.stock[2,11]",9548.56342831411,7318.13741481071,8644.72434707449,9441.22654288319,10313.5529647868,12267.0924271355,1,4541
"true.stock[1,12]",260489.534371074,199481.040088924,236767.044340664,258560.641668096,282706.918241787,332314.587519462,1,3716
"true.stock[2,12]",227404.713468481,174680.656883888,206616.007317713,225710.996382372,246329.620382422,290975.437998173,1,5319
"true.stock[1,13]",152344.097375106,116707.322179972,138438.725588961,151035.289253331,164961.106652318,195358.327091205,1,9392
"true.stock[2,13]",156016.633378587,119248.33904961,141912.891694525,154868.972218799,168970.522194444,199691.292826271,1,9617
"true.stock[1,14]",52528.811509698,40374.7928734942,47775.0322708372,52136.5915809715,56858.2909145135,67127.9189184099,1,20529
"true.stock[2,14]",41534.6245883438,31909.6681655808,37808.6183066155,41219.6485106412,44918.5820017153,52955.9025047573,1,29780
"true.stock[1,15]",566067.721262771,427574.194970968,512552.895115312,562095.687086365,615585.439075486,730810.901918,1.01,1154
"true.stock[2,15]",523173.481712693,398919.555780075,475954.714014024,519626.973958333,567174.8406073,670660.942377646,1,2077
"true.stock[1,16]",85722.5409409548,65780.9912011169,78040.630032117,85103.5157187658,92787.5210531006,109358.230749915,1,18315
"true.stock[2,16]",87093.1155088019,66765.3594604893,79300.0687600489,86462.0640851286,94296.0123411314,111025.690742688,1,18110
"true.stock[1,17]",276231.60617477,212438.601913338,251377.14636605,273984.072245763,299045.122515279,351608.58997973,1,8343
"true.stock[2,17]",369436.185767898,282113.678986909,334385.554535904,365665.52669806,400274.218864271,477580.41101116,1,12204
"true.stock[1,18]",60578.9872577915,46407.6910785344,55120.6921378076,60130.5806537734,65604.4975502733,77358.7856815409,1,21961
"true.stock[2,18]",48227.9901381333,37051.5537316301,43873.7998293945,47873.145729007,52186.2003385018,61525.9563814649,1,33351
"true.stock[1,19]",120694.74379056,92927.5883193099,109749.724320017,119742.407562668,130526.54572539,154177.045763677,1,26038
"true.stock[2,19]",113335.549780604,87326.9055526082,103188.584715108,112419.763075206,122546.837408971,144414.089029122,1,26416
"true.stock[1,20]",34221.2177339109,26212.5056097856,31035.7482672666,33912.1681262377,37056.0962752047,44015.5388050186,1,61458
"true.stock[2,20]",43067.4603428551,33082.5720383618,39126.8481616465,42722.3500599193,46614.3478761733,55094.0838756927,1,75956
"true.stock[1,21]",13211.5006989053,10166.5048556326,12000.5133330403,13084.9747883717,14274.4145972772,16934.3985910294,1,19692
"true.stock[2,21]",8685.55726157461,6653.71780982871,7860.83981690381,8585.68209919061,9375.1679585396,11141.4429331575,1,3263
"true.stock[1,22]",18754.3633551879,14487.7070107548,17074.4027360332,18602.5796772817,20265.9223313383,23878.399894225,1,126316
"true.stock[2,22]",14986.9071199755,11576.3599237467,13636.3347833702,14857.8553823872,16201.5964615949,19128.7413926116,1,77381
"true.stock[1,23]",27659.6197288013,21388.3829356343,25192.0325419729,27435.3562246053,29887.817412964,35211.7344838886,1,80057
"true.stock[2,23]",20416.9977410748,15758.6244132209,18565.2787721214,20238.2952029422,22066.4210877686,26091.2738468334,1,64092
"true.stock[1,24]",51973.7271856515,40173.7935998775,47294.9035879768,51544.9055410867,56161.107122949,66260.5757080112,1,46489
"true.stock[2,24]",45997.596892277,35490.3111969079,41838.7145968349,45631.6761686127,49759.2442818963,58620.4735317021,1,53792
"true.stock[1,25]",26355.6307058346,20384.7696185253,24001.2581861864,26152.5855940414,28476.2776766676,33524.9541827894,1,90466
"true.stock[2,25]",24528.6010098216,18967.728902757,22328.9872095111,24333.2298084135,26510.8970571024,31222.9933231129,1,104512
"true.stock[1,26]",119772.207730769,91882.936326841,108643.426921622,118640.996831833,129615.834051161,153831.686287979,1,18795
"true.stock[2,26]",101205.425115435,77955.9434600724,91978.4880324627,100323.171210422,109430.598861695,129490.748784244,1,27739
"true.stock[1,27]",165413.836758988,126980.882432085,150179.552401725,163987.766892057,179005.172777095,212288.875915462,1,17355
"true.stock[2,27]",136002.536577754,104447.118932606,123590.820064125,134859.773736711,147221.534321816,173988.530742911,1,10734
"true.stock[1,28]",54314.79121185,41759.7017886911,49354.3367100987,53821.2185073154,58723.710977514,69546.4729761116,1,27183
"true.stock[2,28]",58420.7759475957,44964.5975034498,53081.6449256033,57894.393192802,63135.2125946161,74782.4310678972,1,27486
"true.stock[1,29]",99157.6379264455,75931.1244146046,90312.195212652,98510.5246949744,107359.12544396,126486.393821083,1,13357
"true.stock[2,29]",80157.7372168286,61460.3891431605,73001.0788222601,79589.5525311225,86750.5706233552,102145.514856644,1,16918
"true.stock[1,30]",18693.7350857548,14427.6486337557,17011.0873262665,18532.7608922902,20206.754188863,23847.688616843,1,91204
"true.stock[2,30]",16023.2602308012,12377.6328384989,14570.5377541053,15883.6083674107,17320.7134735827,20458.0894225845,1,64467
"true.stock[1,31]",18229.255933565,14059.8808029889,16589.4796860629,18079.4762380259,19706.5582689775,23241.2766856943,1,127411
"true.stock[2,31]",11329.2502611201,8707.40214818226,10292.0947495715,11226.2688786683,12250.0210031159,14524.8648199278,1,32526
"true.stock[1,32]",286025.680088152,219442.629119831,259387.167205485,283561.732807137,309847.096043746,366867.470527473,1,6955
"true.stock[2,32]",229353.836814149,175917.985534263,208094.112174727,227344.20377647,248198.811760951,294790.707185751,1,8444
"true.stock[1,33]",137487.510876365,105945.405255814,125075.58046658,136434.79758564,148737.650290244,175177.053124057,1,23943
"true.stock[2,33]",176480.04381062,135594.229401447,160371.184677689,175075.966884348,190971.736243529,225583.169121064,1,22568
"true.stock[1,34]",51117.3783075737,39245.1735305665,46497.4973120253,50722.0299552102,55325.5750583144,65217.5961642699,1,26998
"true.stock[2,34]",44050.263329888,33961.7294315581,40085.8587044401,43711.4755628539,47630.5658462686,56156.9441915124,1,45491
"true.stock[1,35]",530924.871131327,406485.484613617,482638.317890092,526100.956320769,574183.453013509,684150.261124944,1,2042
"true.stock[2,35]",492733.698270359,377706.399979595,447639.777822768,488729.425776432,533379.168263577,633321.802845692,1,3164
"true.stock[1,36]",88443.2888772136,67828.6894913163,80468.1338451707,87785.4630381886,95775.2466463327,112905.480107797,1,22695
"true.stock[2,36]",83906.8595472258,64260.9105488793,76426.5027363073,83349.3931253369,90911.943250098,107002.567067602,1,13687
"true.stock[1,37]",257039.422088493,197342.404558199,234214.278866972,255440.180521623,278297.823928839,327113.30004237,1,6451
"true.stock[2,37]",296787.008457795,227453.370263247,269738.903474147,294396.562286685,321347.507625597,379248.428342921,1,6824
"true.stock[1,38]",48279.6839139548,37294.2137690652,43968.1188210487,47900.8868105852,52178.609806019,61422.8941731245,1,45876
"true.stock[2,38]",44229.5199220025,34128.0754008403,40252.6430327156,43869.2199135119,47811.2566509445,56353.6304944922,1,64446
"true.stock[1,39]",116484.677303749,89500.1194251041,105817.953911074,115445.703913089,125962.946788166,149395.084520845,1,27675
"true.stock[2,39]",107116.993645018,82494.3543898122,97320.9566223913,106146.13533675,115769.592659548,137062.583877635,1,30634
"true.stock[1,40]",38837.6122261986,29770.6596263016,35221.9596086231,38472.8211275678,42033.9525441663,49975.1578451785,1,40513
"true.stock[2,40]",47589.8192745101,36647.6844917791,43262.9724666681,47207.1588585023,51489.8791069903,60789.2907389783,1,64943
